epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230918_210334,0.83887062022537,630.4848966598511,0.651475,0.15201679911270194,0.5528906059265136,8.043026447296143,0.8115,0.8216486863515543
1,20230918_210334,0.19755135698856321,621.8876519203186,0.929625,0.9328370091443758,0.47374300529062746,8.057460308074951,0.8635,0.8720311547455623
2,20230918_210334,0.10753307716497221,621.895231962204,0.963525,0.8043736760808589,0.564391136996448,8.050906419754028,0.857,0.8647532690367795
3,20230918_210334,0.07952112245331518,621.7583453655243,0.9729,0.9740876749962523,0.576270298011601,8.05164098739624,0.8585,0.8643892747079013
4,20230918_210334,0.06385718693643866,622.0092432498932,0.977825,0.9787717593825886,0.5177968825288117,8.035532712936401,0.869,0.8771175179983027
5,20230918_210334,0.052979330147110155,621.7714095115662,0.982075,0.9828255129274914,0.46865657208766787,8.047764301300049,0.886,0.8932488490578301
6,20230918_210334,0.047081739647465294,621.9689712524414,0.98395,0.9845481706379424,0.5075438878983259,8.05819058418274,0.873,0.8818212565639089
7,20230918_210334,0.04096461179728794,622.0193014144897,0.98645,0.9869803940372476,0.4883435497544706,8.027466058731079,0.8705,0.8788713205914462
8,20230918_210334,0.04132477303620981,621.7686696052551,0.98705,0.9875899029978366,0.46615482058376073,8.045575618743896,0.8965,0.9037196443046855
9,20230918_210334,0.0343363961388568,621.8719856739044,0.9894,0.9898434899186155,0.5273180261291563,8.054107189178467,0.879,0.886560626519679
10,20230918_210334,0.03240737303882488,622.8224258422852,0.98945,0.9898557000046004,0.4911853923895396,8.10301685333252,0.8835,0.8922508615610409
11,20230918_210334,0.03153080376104263,623.0690703392029,0.989525,0.9898970280955075,0.5267629152806476,8.104634284973145,0.8845,0.891494637643776
12,20230918_210334,0.02825320360630212,623.9152183532715,0.99065,0.9909435487255474,0.5613578514545224,8.089870691299438,0.8805,0.8881371269548769
13,20230918_210334,0.028517186845791003,622.7389554977417,0.99055,0.9908735695134643,0.5612126076335553,8.09817624092102,0.8695,0.8785354244892037
14,20230918_210334,0.02580198273764836,622.992005109787,0.9918,0.9921018392621772,0.47185175302438437,8.089478731155396,0.895,0.9022030095209521
15,20230918_210334,0.02542583858299913,622.7330205440521,0.9922,0.9925178267182027,0.4831335793300532,8.093212604522705,0.8925,0.8994481402267779
16,20230918_210334,0.0229635252541113,622.7485325336456,0.992475,0.9927543281189539,0.43351856332295574,8.104423999786377,0.9065,0.9127494278515046
17,20230918_210334,0.023353371136249915,622.6581156253815,0.99225,0.9925127008613457,0.5165356812169776,8.120516061782837,0.8945,0.9001084080617863
18,20230918_210334,0.02124412680540263,622.72913646698,0.99305,0.9932553388942204,0.46854827913083136,8.078224658966064,0.898,0.9041289591520968
19,20230918_210334,0.01973003187688664,622.7584736347198,0.9936,0.9937942977522226,0.532020847584703,8.093701362609863,0.9,0.9065154263681388
