epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230927_190044,1.1777022679964193,590.5190465450287,0.5108,0.14131793507267298,0.9622893296182156,40.06103587150574,0.612,0.6289913360023182
1,20230927_190044,0.5177201710688991,507.22265124320984,0.8022,0.8137219708915957,0.8367449007928371,15.411375045776367,0.752,0.7705818649379556
2,20230927_190044,0.18573566773733774,523.6262233257294,0.9348,0.9387236992534931,0.6388009153306484,16.456162214279175,0.784,0.796848517314568
3,20230927_190044,0.1018499384013811,519.5080063343048,0.9658,0.9675364546821312,0.5760836922563612,15.178846836090088,0.844,0.8531959007855192
4,20230927_190044,0.06766266140903825,521.1962337493896,0.9772,0.9786375600961946,0.6389591918559745,14.912649631500244,0.856,0.8619744713457014
5,20230927_190044,0.05158722568444681,524.5961880683899,0.9826,0.9833687524120917,0.6947885053232312,16.19373106956482,0.804,0.8117498388136687
6,20230927_190044,0.04741383350852984,524.9304118156433,0.9832,0.9838185390397696,0.5300094848207664,16.496039867401123,0.852,0.8584927937028658
7,20230927_190044,0.03716147785524491,515.2539865970612,0.9894,0.9899380711751871,0.6346455370076001,15.44248914718628,0.836,0.8445680145566138
8,20230927_190044,0.036126891688329166,509.82044291496277,0.9886,0.9891323016410356,0.5639256407157518,16.705562591552734,0.888,0.8942180914421843
9,20230927_190044,0.03263995560198894,512.9671559333801,0.9906,0.9909866073064096,0.6604931385663804,16.049106121063232,0.852,0.8614414382614732
