epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230915_184210,1.3266284975409508,250.06936836242676,0.397125,0.12468085545348583,1.1815170986652375,15.859666109085083,0.4395,0.4243877375835431
1,20230915_184210,1.0825125880241393,249.1801016330719,0.509625,0.5395203088183911,0.928945389866829,15.882965087890625,0.598,0.6304667902104435
2,20230915_184210,0.7470897006988525,249.39253520965576,0.692125,0.7114102301910201,0.928392261505127,15.908198595046997,0.6455,0.6476641126474645
3,20230915_184210,0.3344253865107894,249.48858094215393,0.874375,0.8815268937114699,0.5626022643446922,15.929748773574829,0.7895,0.8055909314783566
4,20230915_184210,0.14196991025956232,249.42657089233398,0.948875,0.9515192208189699,0.6545615470036864,15.95874571800232,0.785,0.802247664256611
5,20230915_184210,0.08494402803070261,249.54605293273926,0.97175,0.9733791910755063,0.8596862789765001,15.94556212425232,0.755,0.7675549318160474
6,20230915_184210,0.09039153603863087,249.51077675819397,0.9685,0.9695358369777294,0.7329576891027391,15.95075535774231,0.798,0.8127260735268266
7,20230915_184210,0.05882337892332726,249.57729172706604,0.98175,0.9826070904200239,1.0021611991412938,15.968178033828735,0.7595,0.7754401977768048
8,20230915_184210,0.07530928094804404,249.3319914340973,0.9745,0.9756074679308984,0.7652686115521937,15.889885187149048,0.7825,0.7948493558375442
9,20230915_184210,0.0489219140560017,249.42565155029297,0.98325,0.9838272377233981,0.7537262275833636,15.922654628753662,0.8065,0.820642995564944
