epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230913_192217,1.2109629209041595,127.0547878742218,0.446625,0.46969035011152477,1.0707252221107484,9.073962688446045,0.53,0.5129149787525208
1,20230913_192217,0.8598698940873146,123.90697264671326,0.63875,0.6584250478767409,0.9210681607723236,8.765030145645142,0.633,0.6495904894373596
2,20230913_192217,0.48377964515984057,124.08702230453491,0.811125,0.8212747520576814,0.7734582127332688,8.92057991027832,0.711,0.7272955831690824
3,20230913_192217,0.25277314850501714,123.92185020446777,0.909625,0.9137934153704563,0.849061759352684,8.843282222747803,0.724,0.7419325370348155
4,20230913_192217,0.17019072425737977,124.20230007171631,0.942125,0.9446823801709427,0.7751909526586532,8.786402702331543,0.747,0.7637888667582459
5,20230913_192217,0.10426817300450057,124.1440041065216,0.964875,0.9663676200769908,0.8780962472558022,8.986552953720093,0.758,0.7752859970055109
6,20230913_192217,0.10486221433174796,123.99515748023987,0.966125,0.9676028154492963,0.8128880376815796,8.681463241577148,0.7715,0.7878699426388384
7,20230913_192217,0.08295944431019597,124.20502495765686,0.974875,0.9757437951858083,0.8700226504802704,9.058052778244019,0.778,0.791561882705787
8,20230913_192217,0.07801383001107023,124.18607640266418,0.974625,0.9759701243279432,0.9584181001484394,8.520860195159912,0.7775,0.7915129265823053
9,20230913_192217,0.07595865948713618,124.28439831733704,0.976,0.9769198929315845,0.8655010678768158,9.051681280136108,0.7805,0.7932085756614042
10,20230913_192217,0.06414659152373497,124.66955614089966,0.97975,0.9800997650661291,0.919405415058136,8.54384994506836,0.764,0.7771488336177597
11,20230913_192217,0.07595786101503472,124.86053037643433,0.97525,0.9761500837079511,1.0122273361682892,9.221484661102295,0.7825,0.7952712102480975
12,20230913_192217,0.07401112344069406,124.35902237892151,0.974125,0.9749199773898329,0.816032790094614,8.808429479598999,0.7705,0.7865432499572986
13,20230913_192217,0.051566055276547555,124.35759949684143,0.98375,0.9845349019408076,0.9896503269076348,8.73841118812561,0.7805,0.7910245285317342
14,20230913_192217,0.04730448124521172,124.2689094543457,0.98475,0.985083269731738,1.1470532492250205,8.942452669143677,0.764,0.777553757443697
15,20230913_192217,0.06378756773273926,124.4602279663086,0.978875,0.9796701190186816,0.969946486055851,8.519162893295288,0.7875,0.8006707958124606
16,20230913_192217,0.06187740542090978,124.34380793571472,0.98075,0.9814724282936294,0.8538358937501908,9.05393385887146,0.785,0.7983884883823085
17,20230913_192217,0.04600729123382371,124.33297872543335,0.9865,0.9868180902694063,0.7900671837627887,8.481995582580566,0.812,0.8221297564887454
18,20230913_192217,0.04091035483809719,124.19649195671082,0.98575,0.9863733844630961,0.8763285028785467,9.018495559692383,0.8025,0.8163222896913526
19,20230913_192217,0.037559214759006865,124.39280676841736,0.989125,0.9895434958759528,0.9242830043360591,8.748669862747192,0.8045,0.8170780732499618
