epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro
0,20230928_184412,0.6802669537248356,954.812343120575,0.7219142857142857,0.1601116918320301
1,20230928_184412,0.1566523400818663,955.0015614032745,0.9445571428571429,0.9473506524575296
2,20230928_184412,0.09163521759960401,954.8827514648438,0.9688,0.970189393157324
3,20230928_184412,0.06713842710095923,954.1812496185303,0.9770714285714286,0.978117262434329
4,20230928_184412,0.053685749894127784,954.2578432559967,0.9812,0.9819961299486859
5,20230928_184412,0.04500044141706312,954.6753234863281,0.9847,0.9853689251519506
6,20230928_184412,0.03770400496412102,954.2637319564819,0.9872142857142857,0.9877352377039298
7,20230928_184412,0.03414135428593644,955.4370260238647,0.9886428571428572,0.9891187922837748
8,20230928_184412,0.030876377200634204,954.9742586612701,0.9895571428571428,0.9900094329194541
9,20230928_184412,0.028548255382137514,954.2105526924133,0.9904428571428572,0.9907925977964112
10,20230928_184412,0.026009229993396107,955.5286972522736,0.9910714285714286,0.9914502926669233
11,20230928_184412,0.024793923058913994,954.9778790473938,0.9921142857142857,0.9924239356194704
12,20230928_184412,0.02312982637595456,954.9960715770721,0.9924571428571428,0.9927764117379498
13,20230928_184412,0.02192540454728379,954.4874157905579,0.9926714285714285,0.993028180519843
14,20230928_184412,0.019447634757268368,954.9164183139801,0.9938285714285714,0.9941351554134197
15,20230928_184412,0.020108735204415695,954.377480506897,0.9932285714285715,0.9934905207307068
16,20230928_184412,0.017834319184686996,954.864589214325,0.9939142857142858,0.9940847992749392
17,20230928_184412,0.01715913183700551,954.5403320789337,0.9944428571428572,0.9947067657898255
18,20230928_184412,0.015614423778478314,952.8466403484344,0.9947714285714285,0.9950122253337014
19,20230928_184412,0.01584003569711245,953.6775782108307,0.9947857142857143,0.99494138965563
