epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230915_162726,1.302423916220665,475.37406301498413,0.42775,0.13333131484085306,1.3035177788734436,26.279299020767212,0.396,0.37605257295971406
1,20230915_162726,0.9259684440493584,468.4730315208435,0.60175,0.5198749738464065,0.8719051785469055,26.002674341201782,0.6455,0.6633430626627406
2,20230915_162726,0.43035772229731084,469.12676644325256,0.83725,0.8457132333820875,0.743053523182869,26.23921298980713,0.742,0.756336005500905
3,20230915_162726,0.16409114691708238,468.7729437351227,0.94125,0.9441881802381348,0.7634744664430618,26.120409965515137,0.743,0.7587731564100799
4,20230915_162726,0.08963605266530067,468.68320631980896,0.96875,0.9702313784494925,0.737896829932928,26.03705382347107,0.803,0.8154023302268698
5,20230915_162726,0.07237508489983156,469.5008363723755,0.9735,0.9751419706739618,0.8047961301207542,26.208842515945435,0.7765,0.7946118781949247
6,20230915_162726,0.06506003941310337,469.53192806243896,0.976875,0.9777888578752213,0.7574744567126036,26.262629508972168,0.7895,0.8049037646879551
7,20230915_162726,0.04984507183340611,469.15397667884827,0.98275,0.9829439553733016,0.7323018185049296,26.29044532775879,0.802,0.8139162033598393
8,20230915_162726,0.04612673998594983,469.36171650886536,0.986625,0.9872098545814069,0.7389424194693566,26.279179334640503,0.8105,0.820930272562887
9,20230915_162726,0.0634964065910317,469.0733976364136,0.97825,0.9791739498008148,0.7892319262623787,26.3106849193573,0.813,0.8267900982961109
