epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230919_172726,0.8878707986229233,253.79784870147705,0.6297321428571429,0.11559197976689536,0.6472728192210198,6.0247743129730225,0.78,0.7945459155654898
1,20230919_172726,0.24874857110689794,266.1922962665558,0.9115,0.9153795865877505,0.5294281249195337,6.170043468475342,0.845,0.8561675468956313
2,20230919_172726,0.14178737638307004,252.00503540039062,0.9513035714285715,0.9533980761904706,0.6443219678699971,4.575862646102905,0.8195,0.8250540206530337
3,20230919_172726,0.10294540933784031,259.49783062934875,0.9643035714285715,0.9657921099361826,0.6130387743264437,6.331838369369507,0.8405,0.8493788319490058
4,20230919_172726,0.08300643395470356,257.81025528907776,0.9713392857142857,0.9724245267675716,0.5079914310239255,4.5888354778289795,0.8705,0.8786121863137095
5,20230919_172726,0.07008181961861971,248.5261287689209,0.9759285714285715,0.9768664971384041,0.4567618801482022,4.748557806015015,0.8865,0.8938475455275899
6,20230919_172726,0.058824665351167954,261.45994663238525,0.9805892857142857,0.9813484372437724,0.4971658882200718,4.588178396224976,0.8845,0.8914904389718071
7,20230919_172726,0.05338238324404977,252.1221981048584,0.9823035714285714,0.9829698913264187,0.5072479674350471,5.085862874984741,0.877,0.88362278831324
8,20230919_172726,0.04880746297550754,250.65084195137024,0.9833392857142857,0.9839482954055626,0.49920650594308974,6.090440511703491,0.882,0.8899533104263956
9,20230919_172726,0.04314515721415436,257.6758816242218,0.9853928571428572,0.9859305727988492,0.5126700524110347,6.3859570026397705,0.877,0.8842270038803768
